10001
0.06125
0	0
-1.38E-05	1.29E-05
-2.75E-05	2.60E-05
-4.09E-05	3.92E-05
-5.42E-05	5.27E-05
-6.72E-05	6.63E-05
-8.01E-05	8.01E-05
-9.28E-05	9.41E-05
-0.0001053	0.000108303
-0.0001176	0.000122637
-0.000129705	0.000137137
-0.000141613	0.0001518
-0.000153322	0.000166621
-0.000164833	0.000181599
-0.000176143	0.000196728
-0.000187252	0.000212007
-0.000198158	0.000227432
-0.00020886	0.000242999
-0.000219357	0.000258705
-0.000229648	0.000274546
-0.000239731	0.000290521
-0.000249605	0.000306625
-0.000259268	0.000322856
-0.000268718	0.000339211
-0.000277955	0.000355688
-0.000286976	0.000372284
-0.00029578	0.000388996
-0.000304365	0.000405821
-0.000312729	0.000422757
-0.000320872	0.000439801
-0.000328793	0.000456949
-0.000336491	0.000474199
-0.000343966	0.000491546
-0.000351218	0.000508988
-0.000358246	0.000526522
-0.000365049	0.000544143
-0.000371628	0.000561849
-0.000377982	0.000579637
-0.00038411	0.000597503
-0.000390015	0.000615444
-0.000395698	0.000633456
-0.000401161	0.000651537
-0.000406406	0.000669681
-0.000411435	0.000687888
-0.00041625	0.000706151
-0.000420853	0.00072447
-0.000425247	0.000742839
-0.000429432	0.000761256
-0.000433413	0.000779717
-0.000437191	0.00079822
-0.000440769	0.000816763
-0.000444152	0.000835343
-0.000447342	0.000853957
-0.000450342	0.000872603
-0.000453154	0.000891278
-0.000455784	0.000909979
-0.000458232	0.000928704
-0.000460503	0.000947451
-0.000462598	0.000966218
-0.000464521	0.000985003
-0.000466274	0.001003805
-0.00046786	0.001022622
-0.000469281	0.001041452
-0.00047054	0.001060293
-0.00047164	0.001079144
-0.000472583	0.001098003
-0.000473371	0.001116869
-0.000474009	0.00113574
-0.000474498	0.001154615
-0.000474842	0.001173494
-0.000475043	0.001192374
-0.000475105	0.001211256
-0.00047503	0.001230138
-0.00047482	0.001249019
-0.00047448	0.001267898
-0.000474011	0.001286773
-0.000473417	0.001305645
-0.000472698	0.001324512
-0.000471858	0.001343374
-0.000470897	0.00136223
-0.000469819	0.00138108
-0.000468624	0.001399923
-0.000467316	0.001418758
-0.000465895	0.001437585
-0.000464365	0.001456403
-0.000462726	0.001475212
-0.00046098	0.001494012
-0.000459128	0.001512801
-0.000457171	0.001531579
-0.000455112	0.001550347
-0.000452949	0.001569103
-0.000450686	0.001587847
-0.000448324	0.001606578
-0.000445862	0.001625297
-0.000443304	0.001644003
-0.000440648	0.001662695
-0.000437897	0.001681374
-0.00043505	0.001700038
-0.000432109	0.001718687
-0.000429075	0.001737321
-0.000425947	0.00175594
-0.000422727	0.001774543
-0.000419415	0.00179313
-0.000416013	0.001811701
-0.00041252	0.001830255
-0.000408939	0.001848791
-0.000405269	0.001867311
-0.000401513	0.001885813
-0.00039767	0.001904297
-0.000393742	0.001922764
-0.00038973	0.001941212
-0.000385635	0.001959642
-0.000381457	0.001978054
-0.000377198	0.001996446
-0.000372858	0.00201482
-0.000368439	0.002033175
-0.000363941	0.002051511
-0.000359366	0.002069827
-0.000354715	0.002088125
-0.000349988	0.002106403
-0.000345186	0.002124661
-0.000340311	0.0021429
-0.000335364	0.002161119
-0.000330344	0.002179319
-0.000325255	0.002197499
-0.000320095	0.002215659
-0.000314866	0.0022338
-0.00030957	0.002251921
-0.000304207	0.002270022
-0.000298778	0.002288104
-0.000293284	0.002306166
-0.000287725	0.002324208
-0.000282104	0.00234223
-0.00027642	0.002360233
-0.000270673	0.002378216
-0.000264866	0.00239618
-0.000258998	0.002414124
-0.00025307	0.002432048
-0.000247083	0.002449952
-0.000241037	0.002467837
-0.000234934	0.002485702
-0.000228774	0.002503547
-0.000222557	0.002521373
-0.000216284	0.002539179
-0.000209955	0.002556965
-0.000203571	0.002574732
-0.000197132	0.002592479
-0.000190639	0.002610206
-0.000184093	0.002627914
-0.000177494	0.002645601
-0.000170842	0.002663269
-0.000164138	0.002680917
-0.000157382	0.002698546
-0.000150575	0.002716155
-0.000143717	0.002733744
-0.000136808	0.002751313
-0.00012985	0.002768862
-0.000122842	0.002786392
-0.000115785	0.002803902
-0.000108679	0.002821392
-0.000101525	0.002838863
-9.43E-05	0.002856314
-8.71E-05	0.002873745
-7.98E-05	0.002891157
-7.24E-05	0.00290855
-6.50E-05	0.002925923
-5.76E-05	0.002943276
-5.01E-05	0.00296061
-4.26E-05	0.002977925
-3.50E-05	0.002995221
-2.74E-05	0.003012498
-1.98E-05	0.003029755
-1.21E-05	0.003046994
-4.35E-06	0.003064214
3.43E-06	0.003081415
1.13E-05	0.003098597
1.91E-05	0.003115761
2.70E-05	0.003132906
3.50E-05	0.003150033
4.29E-05	0.003167142
5.10E-05	0.003184232
5.90E-05	0.003201304
6.71E-05	0.003218358
7.52E-05	0.003235394
8.34E-05	0.003252412
9.16E-05	0.003269411
9.99E-05	0.003286394
0.000108159	0.003303358
0.000116478	0.003320304
0.000124833	0.003337233
0.000133224	0.003354145
0.00014165	0.003371038
0.000150111	0.003387915
0.000158606	0.003404773
0.000167137	0.003421615
0.000175701	0.003438439
0.000184299	0.003455245
0.000192932	0.003472034
0.000201597	0.003488806
0.000210296	0.003505561
0.000219028	0.003522299
0.000227794	0.003539019
0.000236592	0.003555722
0.000245422	0.003572407
0.000254285	0.003589076
0.000263181	0.003605727
0.000272108	0.003622362
0.000281067	0.003638979
0.000290058	0.003655579
0.00029908	0.003672161
0.000308133	0.003688727
0.000317217	0.003705276
0.000326333	0.003721808
0.000335478	0.003738324
0.000344654	0.003754822
